order_id,order_name,date,flight_total_cost,campaign_total_cost,total_sales,total_purchases,impressions,clicks,new_to_brand_purchases,new_to_brand_product_sales
577121841661811234,+o.name+,2026-01-01,2207.291549,2207.291549,9378.89,54,348715,401,25,5894.70
577121841661811234,+o.name+,2026-01-02,2701.853736,2701.853736,21143.02,86,458568,362,37,9343.95
577121841661811234,+o.name+,2026-01-03,2691.423659,2691.423659,20431.16,99,506544,423,48,11777.95
577121841661811234,+o.name+,2026-01-04,2686.492126,2686.492126,27409.01,116,525639,398,55,12879.15
577121841661811234,+o.name+,2026-01-05,3137.448311,3137.448311,42179.79,209,518878,357,75,18053.74
577121841661811234,+o.name+,2026-01-06,3324.686212,3324.686212,44473.50,197,588388,365,71,16933.97
577121841661811234,+o.name+,2026-01-07,1651.432592,1651.432592,46376.65,174,310233,183,58,15862.88
577121841661811234,+o.name+,2026-01-08,2157.552835,2157.552835,59980.16,172,423871,295,50,12563.25
577121841661811234,+o.name+,2026-01-09,2429.074465,2429.074465,56890.11,200,441396,284,58,15691.98
577121841661811234,+o.name+,2026-01-10,3225.143359,1828.892902,10004.14,49,590730,396,20,4762.95
577121841661811234,+o.name+,2026-01-11,3204.310608,2005.573531,12369.09,51,554639,371,25,6138.65
577121841661811234,+o.name+,2026-01-12,3463.944595,2143.856307,17505.51,76,695266,315,25,6234.60
577121841661811234,+o.name+,2026-01-13,3467.403271,2501.657944,0.00,0,886732,541,0,0.00
577121841661811234,+o.name+,2026-01-14,3401.517692,5569.636953,0.00,0,1427674,408,0,0.00
577121841661811234,+o.name+,2026-01-15,3265.594579,3265.594579,44287.02,157,1344087,291,41,10697.82
577121841661811234,+o.name+,2026-01-16,4829.695126,4829.695126,29860.90,125,815018,301,31,7430.35
577121841661811234,+o.name+,2026-01-17,4355.901500,4355.901500,12793.04,65,778259,301,19,4227.05
577121841661811234,+o.name+,2026-01-18,3985.138152,3985.138152,17766.14,81,989123,429,19,4563.00
577121841661811234,+o.name+,2026-01-19,3686.692414,3686.692414,29802.97,146,792732,283,33,8072.20
577121841661811234,+o.name+,2026-01-20,3657.220639,3657.220639,43124.78,156,822331,242,47,12761.84
