order_id,order_name,date,flight_total_cost,campaign_total_cost,total_sales,total_purchases,impressions,clicks,new_to_brand_purchases,new_to_brand_product_sales
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/1/2026,2207.291549,2207.291549,9378.89,54,348715,401,46,8115.68
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/2/2026,2701.853736,2701.853736,21143.02,86,458568,362,60,15347.55
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/3/2026,2691.423659,2691.423659,20431.16,99,506544,423,81,17408.86
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/4/2026,2686.492126,2686.492126,27409.01,116,525639,398,94,17862.23
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/5/2026,3137.448311,3137.448311,42179.79,209,518878,357,143,29253.63
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/6/2026,3324.686212,3324.686212,44473.5,197,588388,365,133,28430.56
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/7/2026,3212.303875,3212.303875,46376.65,174,613712,329,109,24557.52
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/8/2026,3156.378023,3156.378023,59980.16,172,620617,405,91,20785.01
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/9/2026,3131.469274,3131.469274,56890.11,200,598859,370,110,26764.53
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/10/2026,3225.143359,3225.143359,21935.99,99,590730,396,59,12697.74
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/11/2026,3204.310608,3204.310608,23979.57,104,554639,371,65,16005.35
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/12/2026,3463.944595,3463.944595,42588.98,162,695266,315,80,18600.22
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/13/2026,3467.403271,3467.403271,42325.31,168,886732,541,91,20284.07
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/14/2026,3401.517692,3401.517692,36001.21,150,1427674,408,68,15716.43
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/15/2026,3265.594579,3265.594579,44287.02,157,1344087,291,84,27681.33
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/16/2026,4829.695126,4829.695126,29860.9,125,815018,301,61,11324.28
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/17/2026,4355.9015,4355.9015,12793.04,65,778259,301,36,6379.73
577121841661811234,CP_US_FY26_DSP_Conversion_ROAS_Consumer_Compact/Mini-Tower_Display_O&O,1/18/2026,3985.138152,3985.138152,17766.14,81,989123,429,46,8586.25
